-59.3596	-55.0296	-55.0771
55.0771	55.1385	59.5
-55.0771	-59.5	-59.4299
-55.0771	-59.4299	-59.3596
55.1999	55.3148	59.748
-55.1999	-59.748	-59.6116
-55.1999	-59.6116	-59.5
-55.8338	-60.55	-60.2198
-55.8338	-60.2198	-55.4298
-55.4298	-60.2198	-59.952
-55.4298	-59.952	-59.748
-125.135	-130.487	-130.859
-57.4931	-63.576	-63.0061
-124.753	-130.555	-125.506
-58.2951	-64.7078	-64.1933
-58.2951	-64.1933	-63.576
-59.0338	-65.9254	-65.2867
-59.0338	-65.2867	-64.7078
-59.9451	-67.3757	-66.6357
-59.9451	-66.6357	-65.9254
-62.2632	-70.067	-69.0991
-60.9884	-69.0991	-68.18
-60.9884	-68.18	-67.3757
65.1572	70.2607	74.3507
75.3642	70.2607	65.8609
-147.34	-148.582	-148.476
77.3531	72.6026	78.3397
-84.6767	-79.0167	-87.0546
-41.7172	-38.1899	-37.6016
-67.8521	-72.6026	-66.5646
264.61	263.872	258.006
-16.4863	-8.15804	-8.26773
-247.807	-248.774	-254.641
160.868	162.925	168.013
-245.538	-246.672	-252.539
-243.035	-244.286	-250.153
257.271	256.019	250.153
254.768	253.469	247.602
-97.8287	-101.135	-103.078
-233.822	-235.759	-241.625
245.555	243.518	237.651
-639.505	-636.077	-635.408
237.954	235.975	230.108
-207.762	-209.668	-215.535
223.307	221.401	215.535
219.495	217.629	211.762
215.762	213.976	208.109
212.189	210.219	204.352
-192.581	-194.548	-200.415
192.581	194.548	200.415
-188.311	-190.446	-196.313
-462.504	-465.31	-461.785
184.151	186.231	192.098
-180.305	-182.228	-188.095
-188.48	-184.393	-192.039
-166.751	-170.835	-163.185
-185.17	-180.958	-188.48
173.436	177.703	170.237
-181.97	-177.703	-185.17
305.908	301.237	299.323
-178.485	-174.361	-181.97
166.751	170.835	163.185
-174.918	-170.835	-178.485
163.185	167.038	159.158
-170.891	-167.038	-174.918
159.158	163.066	155.241
-166.975	-163.066	-170.891
-173.436	-177.703	-170.237
-163.467	-159.354	-166.975
-446.835	-450.051	-453.098
-159.649	-155.691	-163.467
-155.978	-151.947	-159.649
144.245	148.148	140.318
-152.051	-148.148	-155.978
-135.815	-138.067	-143.933
152.051	149.8	143.933
-46.3158	-40.6515	-41.7037
136.207	138.803	144.67
129.475	133.504	125.8
-137.533	-133.504	-141.208
-133.907	-129.854	-137.533
122.174	126.172	118.436
-130.169	-126.172	-133.907
118.436	122.456	114.743
-126.477	-122.456	-130.169
82.7976	77.164	86.3425
115.346	117.465	123.332
498.075	502.214	499.123
112.441	115.346	120.507
-345.658	-349.751	-345.261
109.557	112.441	117.575
106.678	109.557	114.706
100.091	104.5	97.1764
-108.91	-104.5	-111.824
-491.657	-496.358	-492.063
102.446	100.654	94.7871
-94.3924	-96.5679	-101.869
96.5679	98.8616	104.131
-623.793	-619.54	-623.633
94.3924	96.5679	101.869
-219.456	-219.266	-212.449
-154.031	-151.603	-158.155
-95.1957	-90.4483	-97.4343
-174.087	-178.655	-178.254
88.8749	87.1164	81.6461
392.269	392.865	384.427
119.163	112.483	111.758
