-12.8299	30.9751	0.581814
15.6218	-36.9021	0.75955
-15.2562	36.8319	0.582499
-12.8978	31.1383	0.584698
11.1964	-26.1056	1.44922
-10.7749	26.013	1.1496
-15.4601	37.3241	0.941217
-10.9304	26.3886	2.97576
-21.9676	51.4029	5.26649
-10.5062	25.3652	2.31363
-11.0168	26.598	1.76335
-1.26924	-1.61801	-41.4799
-20.9153	50.4935	6.00349
5.92171	28.9503	22.5256
-16.4299	39.6653	5.79859
-22.3509	53.96	6.9567
-17.031	41.1172	7.63155
-17.3809	41.962	6.91681
-17.179	41.4727	9.46062
-18.1795	43.8881	9.08049
-20.9356	50.5433	14.4322
-19.37	46.7625	12.63
-18.3649	44.336	11.0532
12.8892	-31.1171	8.90213
13.4884	-32.0913	9.47578
-40.8227	-8.1297	-4.78483
11.597	-27.9977	9.88664
-3.63955	-3.88164	-46.0933
-8.63961	42.659	-9.91062
-22.883	54.3328	18.5141
-13.9446	33.6648	12.2334
-13.1625	-65.9412	-17.3918
14.5767	-35.1909	16.0498
-9.95896	50.5065	41.0132
15.5824	-37.6179	18.8275
15.6437	-37.7672	20.7674
-15.6437	37.7669	20.7667
-14.7882	35.7018	21.5561
-35.2805	-31.8918	-7.05606
19.1579	-46.2507	32.1374
-19.2984	46.5899	33.8083
65.4077	12.839	-27.517
-16.6772	40.2623	32.8294
14.2217	-34.3331	31.6235
-14.2212	34.3331	31.6238
-13.1879	31.8375	30.9754
-11.8295	28.5587	29.6394
-12.117	29.2529	32.7008
11.2333	-27.1193	32.6344
-11.2333	27.1193	32.6344
11.4587	-27.664	35.4335
29.8023	-5.87308	-35.5554
-10.488	25.3201	34.5071
9.03943	-21.823	31.9083
15.4572	-37.3172	59.0602
10.0089	-24.1634	59.1791
13.1183	-31.6706	54.9197
-11.4107	27.5478	53.0961
11.4107	-27.5482	53.0965
-0.553401	-0.282201	-41.899
11.0021	-26.561	57.8318
-10.0089	24.1634	59.1791
10.0087	-24.1636	59.1791
-10.1686	24.5488	66.8188
10.1683	-24.5488	66.8193
-8.84868	21.3628	64.9946
8.84886	-21.3625	64.9937
11.4107	-27.5478	53.0961
6.85622	-16.5522	58.2044
40.4011	-8.16188	-51.919
6.09346	-14.7113	63.3491
4.5948	-11.0924	60.9179
-3.83389	9.25581	65.1548
3.83379	-9.25578	65.1551
1.66985	-4.03131	37.3578
-1.66985	4.03135	37.3584
-4.78528	-24.8215	-34.7199
-0.646513	1.56084	43.0841
0.346324	-0.836097	60.9758
-0.346322	0.836098	60.9757
-1.5804	3.81501	60.1714
2.69998	-6.51834	62.0294
-2.69999	6.51834	62.0292
3.65713	-8.82874	61.2726
-3.65686	8.82886	61.2726
-0.869312	6.37763	-46.8076
3.56213	-8.59981	35.1615
-29.6894	5.79019	-31.4415
